"Raw_Data_File","cells","tracer_molecule","labelled_positions","abundance","injection","Replicate","Incubation_time","Metabolite_name","CHEBI","atomic_positions","Empirical_formula","retention(min)","mz_monitored","signal_intensity","isotopologue","isotologue_abundance"
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","598","Cys_13C-1",0
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","115031","Cys_13C0",100.342
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","40437","Cys_13C1",0.287
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","23519","Cys_13C2",0.161
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","9766","Cys_13C3",-2.033
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","2863","Cys_13C4",1.244
"SW620_24h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","24","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","1136","Cys_13C5",NA
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","155","Cys_13C-1",0
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","90462","Cys_13C0",104.273
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","30997","Cys_13C1",-0.599
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","17947","Cys_13C2",-0.125
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","4444","Cys_13C3",-4.955
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","1406","Cys_13C4",1.406
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","259","Cys_13C5",NA
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","475","Cys_13C-1",0
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","95939","Cys_13C0",94.152
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","33789","Cys_13C1",0.322
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","19110","Cys_13C2",-0.291
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","16014","Cys_13C3",4.728
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","4617","Cys_13C4",1.088
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","1874","Cys_13C5",NA
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","850","Cys_13C-1",0
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","201246","Cys_13C0",103.714
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","69707","Cys_13C1",-0.213
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","40369","Cys_13C2",-0.045
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","10448","Cys_13C3",-4.795
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","3140","Cys_13C4",1.339
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","613","Cys_13C5",NA
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","915","Cys_13C-1",0
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","197956","Cys_13C0",99.779
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","68808","Cys_13C1",-0.088
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","39806","Cys_13C2",-0.021
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","19081","Cys_13C3",-0.901
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","5596","Cys_13C4",1.232
"SW620_6h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","1853","Cys_13C5",NA
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","657","Cys_13C-1",0
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","160187","Cys_13C0",104.287
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","55139","Cys_13C1",-0.429
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","31324","Cys_13C2",-0.459
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","8176","Cys_13C3",-4.706
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","2332","Cys_13C4",1.306
"SW620_6h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","475","Cys_13C5",NA
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","799","Cys_13C-1",0
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","167963","Cys_13C0",101.43
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","57890","Cys_13C1",-0.367
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","33643","Cys_13C2",-0.009
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","13123","Cys_13C3",-2.425
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","4092","Cys_13C4",1.371
"SW620_6h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","1288","Cys_13C5",NA
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","285","Cys_13C-1",0
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","100120","Cys_13C0",103.478
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","35172","Cys_13C1",0.255
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","20116","Cys_13C2",-0.167
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","5062","Cys_13C3",-4.965
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","1579","Cys_13C4",1.399
"SW620_6h_UGln_R2_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","200","Cys_13C5",NA
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","459","Cys_13C-1",0
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","88673","Cys_13C0",99.697
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","31045","Cys_13C1",0.153
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","18247","Cys_13C2",0.327
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","7988","Cys_13C3",-1.614
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","2597","Cys_13C4",1.437
"SW620_6h_UGln_R2_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","2","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","786","Cys_13C5",NA
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","225","Cys_13C-1",0
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","71083","Cys_13C0",103.85
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","24674","Cys_13C1",-0.15
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","14085","Cys_13C2",-0.298
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","3770","Cys_13C3",-4.624
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","1013","Cys_13C4",1.223
"SW620_6h_UGln_R3_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","1","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","195","Cys_13C5",NA
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","405.2","382","Cys_13C-1",0
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","406.2","71133","Cys_13C0",98.576
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","407.2","24788","Cys_13C1",0
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","408.2","14338","Cys_13C2",0
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","409.2","7649","Cys_13C3",0
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","410.2","2443","Cys_13C4",1.424
"SW620_6h_UGln_R3_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","3","2","6","Cysteine_C1C3","chebi","C1C3","C17H40N1O2S1Si3","28.8","411.2","771","Cys_13C5",NA
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","583","Cys_13C-1",0
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","179618","Cys_13C0",99.456
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","60805","Cys_13C1",0.479
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","34895","Cys_13C2",0.041
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","8900","Cys_13C3",0.023
"SW620_24h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","382.2","2591","Cys_13C4",NA
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","1210","Cys_13C-1",0
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","145072","Cys_13C0",100.02
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","48524","Cys_13C1",0.122
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","28089","Cys_13C2",0.08
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","6670","Cys_13C3",-0.223
"SW620_24h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","382.2","2099","Cys_13C4",NA
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","1166","Cys_13C-1",0
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","156498","Cys_13C0",100.011
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","52295","Cys_13C1",0.082
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","29949","Cys_13C2",-0.117
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","7550","Cys_13C3",0.024
"SW620_24h_12Glc_R2_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","382.2","2399","Cys_13C4",NA
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","1874","Cys_13C-1",0
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","266565","Cys_13C0",99.907
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","88635","Cys_13C1",-0.081
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","51735","Cys_13C2",0.192
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","12913","Cys_13C3",-0.018
"SW620_24h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","382.2","4073","Cys_13C4",NA
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","1670","Cys_13C-1",0
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","206487","Cys_13C0",99.489
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","69401","Cys_13C1",0.283
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","40739","Cys_13C2",0.379
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","9944","Cys_13C3",-0.151
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","382.2","3224","Cys_13C4",NA
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","377.2","471","Cys_13C-1",0
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","378.2","158248","Cys_13C0",99.789
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","379.2","53200","Cys_13C1",0.248
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","380.2","30816","Cys_13C2",0.156
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","Cysteine_C2C3","chebi","C2C3","C16H40N1OS1Si3","28.8","381.2","7410","Cys_13C3",-0.194
